#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id 2	node2_external_id 2	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Atox1	Prdx5	5032024	5018398	ENSMUSP00000104485	ENSMUSP00000025904	0	0	0	0	0.100	0	0	0.453	0.487
Rbm39	Zc3h13	5032161	5017546	ENSMUSP00000105216	ENSMUSP00000022577	0	0	0	0	0.160	0	0	0.414	0.487
Anp32b	Tbcb	5031180	5015918	ENSMUSP00000099990	ENSMUSP00000006254	0	0	0	0	0.062	0	0	0.476	0.487
Prdx1	Ftl1	5033716	5029444	ENSMUSP00000114159	ENSMUSP00000092002	0.056	0	0	0	0.180	0	0	0.390	0.487
Chd2	Chd4	5034711	5025210	ENSMUSP00000126352	ENSMUSP00000060054	0	0	0	0.696	0.246	0.187	0	0.663	0.487
H3f3b	Ssrp1	5031582	5027581	ENSMUSP00000102062	ENSMUSP00000076971	0	0	0	0	0.109	0.354	0	0.178	0.486
Cd68	Ccl7	5031990	5017073	ENSMUSP00000104294	ENSMUSP00000021011	0	0	0	0	0.088	0	0	0.460	0.486
Brd4	Aff4	5033502	5023869	ENSMUSP00000113070	ENSMUSP00000051479	0	0	0	0	0.062	0.094	0	0.444	0.486
Smdt1	Atp6v1f	5017712	5015748	ENSMUSP00000023086	ENSMUSP00000004396	0	0	0	0	0.485	0	0	0	0.485
Sarnp	Ssb	5031353	5029039	ENSMUSP00000100863	ENSMUSP00000088365	0	0	0	0	0.485	0	0	0	0.485
Hnrnpa2b1	Clk1	5033031	5021002	ENSMUSP00000110103	ENSMUSP00000034868	0	0	0	0	0.247	0.248	0	0.162	0.484
Rpl18	Eif5b	5031793	5018750	ENSMUSP00000103365	ENSMUSP00000027252	0	0	0	0	0.080	0.450	0	0.063	0.484
Lgals3	Cyba	5033731	5016519	ENSMUSP00000114350	ENSMUSP00000017604	0	0	0	0	0.406	0	0	0.166	0.483
Dek	Supt6	5017315	5015506	ENSMUSP00000021807	ENSMUSP00000002121	0	0	0	0	0.311	0.156	0	0.183	0.483
Ncl	Gtpbp4	5018808	5017245	ENSMUSP00000027438	ENSMUSP00000021574	0	0	0	0	0.465	0	0	0.073	0.483
Aprt	Rps5	5015979	5015759	ENSMUSP00000006764	ENSMUSP00000004554	0.169	0	0	0	0.318	0	0	0.161	0.483
Eif1	Dhx9	5022214	5021623	ENSMUSP00000041538	ENSMUSP00000038135	0	0	0	0	0.051	0.197	0	0.375	0.482
Ash1l	Chd2	5037095	5034711	ENSMUSP00000140251	ENSMUSP00000126352	0	0	0	0	0.297	0.162	0	0.191	0.482
Iqgap1	Ezr	5035041	5025724	ENSMUSP00000128278	ENSMUSP00000063734	0	0	0	0	0.164	0.155	0	0.325	0.482
Cxcl2	Il1r2	5027242	5018746	ENSMUSP00000074885	ENSMUSP00000027243	0	0	0	0	0.124	0	0	0.434	0.482
Mpeg1	H2-Ab1	5032753	5022126	ENSMUSP00000108573	ENSMUSP00000041008	0	0	0	0	0.453	0	0	0.090	0.481
Ctsc	Ly86	5020341	5017331	ENSMUSP00000032779	ENSMUSP00000021860	0	0	0	0	0.263	0	0	0.324	0.481
Itpr2	Calr	5023574	5015702	ENSMUSP00000049584	ENSMUSP00000003912	0	0	0	0	0	0	0	0.481	0.481
Cd74	Fcer1g	5029925	5027898	ENSMUSP00000095171	ENSMUSP00000078875	0	0	0	0	0.288	0	0	0.300	0.480
Nipbl	Smarca4	5025105	5020945	ENSMUSP00000059385	ENSMUSP00000034707	0	0	0	0	0.257	0.197	0	0.199	0.480
Atp5j	Hint1	5017869	5016935	ENSMUSP00000023608	ENSMUSP00000020504	0	0	0	0	0.479	0	0	0	0.479
Zc3h13	Tbcb	5017546	5015918	ENSMUSP00000022577	ENSMUSP00000006254	0	0	0	0	0.062	0	0	0.467	0.479
Ndufa7	Timm13	5021910	5016914	ENSMUSP00000039692	ENSMUSP00000020440	0	0	0	0	0.427	0	0	0.127	0.479
Nktr	Hspa9	5021083	5018181	ENSMUSP00000035112	ENSMUSP00000025217	0	0	0	0	0.117	0.126	0	0.380	0.479
Lyz2	Clec4n	5029184	5017993	ENSMUSP00000089801	ENSMUSP00000024118	0	0	0	0	0.448	0	0	0.095	0.479
Cd74	Lyz1	5029925	5029183	ENSMUSP00000095171	ENSMUSP00000089800	0	0	0	0	0.345	0	0	0.237	0.479
Brd7	Baz1b	5020734	5015577	ENSMUSP00000034085	ENSMUSP00000002825	0	0	0	0	0.082	0.197	0	0.350	0.479
Ndufa7	Smdt1	5021910	5017712	ENSMUSP00000039692	ENSMUSP00000023086	0	0	0	0	0.479	0	0	0	0.479
Ncl	Hsp90ab1	5018808	5018045	ENSMUSP00000027438	ENSMUSP00000024739	0	0	0	0	0.193	0.073	0	0.358	0.478
Ms4a7	Clec4n	5025824	5017993	ENSMUSP00000064534	ENSMUSP00000024118	0	0	0	0	0.407	0.046	0	0.152	0.478
Lgals3	Crip1	5033731	5015942	ENSMUSP00000114350	ENSMUSP00000006523	0	0	0	0	0.154	0.199	0	0.291	0.478
Brd4	Arid4a	5033502	5021177	ENSMUSP00000113070	ENSMUSP00000035512	0	0	0	0	0.062	0.354	0	0.209	0.478
Prpf40a	Eif3a	5027373	5018416	ENSMUSP00000075655	ENSMUSP00000025955	0	0	0	0	0.431	0.119	0	0	0.477
Rpl18a	Ubb	5024944	5016738	ENSMUSP00000058368	ENSMUSP00000019649	0	0	0	0	0.215	0.356	0	0.050	0.477
Abcf1	Mrpl33	5021404	5019850	ENSMUSP00000036881	ENSMUSP00000031024	0.089	0	0	0	0	0.450	0	0	0.477
Inpp5d	Ubb	5034992	5016738	ENSMUSP00000127941	ENSMUSP00000019649	0	0	0	0	0	0.092	0	0.448	0.477
Atrx	Supt16	5032871	5022348	ENSMUSP00000109203	ENSMUSP00000042283	0	0	0	0	0.145	0.262	0	0.237	0.477
Tceb2	Ndufb7	5026018	5021491	ENSMUSP00000066210	ENSMUSP00000037341	0	0	0	0	0.477	0	0	0	0.477
Cd68	Clec4n	5031990	5017993	ENSMUSP00000104294	ENSMUSP00000024118	0	0	0	0	0.418	0	0	0.137	0.476
Lyz1	Fcer1g	5029183	5027898	ENSMUSP00000089800	ENSMUSP00000078875	0	0	0	0	0.418	0	0	0.137	0.476
Brd4	Nipbl	5033502	5025105	ENSMUSP00000113070	ENSMUSP00000059385	0	0	0	0	0.197	0.070	0	0.355	0.476
Chd2	Chd3	5034711	5031994	ENSMUSP00000126352	ENSMUSP00000104301	0	0	0	0.694	0.218	0.187	0	0.698	0.476
Chd4	Arid4a	5025210	5021177	ENSMUSP00000060054	ENSMUSP00000035512	0	0	0	0	0.128	0.362	0	0.131	0.475
H2-DMa	Ly86	5021450	5017331	ENSMUSP00000037088	ENSMUSP00000021860	0	0	0	0	0.417	0	0	0.136	0.475
Chd3	Chd7	5031994	5025063	ENSMUSP00000104301	ENSMUSP00000059079	0	0	0	0.651	0.218	0.187	0	0.613	0.475
Prdm1	Runx3	5031407	5023689	ENSMUSP00000101129	ENSMUSP00000050353	0	0	0	0	0	0	0	0.475	0.475
Ash1l	Prrc2c	5037095	5036852	ENSMUSP00000140251	ENSMUSP00000138433	0	0	0	0	0.474	0	0	0	0.474
Lyz2	H2-Aa	5029184	5022978	ENSMUSP00000089801	ENSMUSP00000046105	0	0	0	0	0.376	0	0	0.190	0.473
Ms4a7	C1qc	5025824	5021383	ENSMUSP00000064534	ENSMUSP00000036747	0	0	0	0	0.473	0	0	0	0.473
Metap2	Rpl18a	5036796	5024944	ENSMUSP00000138006	ENSMUSP00000058368	0	0	0	0	0.132	0.315	0	0.185	0.473
Rplp0	Hsp90ab1	5028544	5018045	ENSMUSP00000083705	ENSMUSP00000024739	0	0	0	0	0.220	0.046	0	0.348	0.473
Bcl2a1b	Ly86	5025951	5017331	ENSMUSP00000065612	ENSMUSP00000021860	0	0	0	0	0.472	0	0	0.043	0.473
Pf4	Vcam1	5019947	5019409	ENSMUSP00000031320	ENSMUSP00000029574	0	0	0	0	0.069	0	0	0.457	0.473
Hspa1b	Prdx1	5035960	5033716	ENSMUSP00000133815	ENSMUSP00000114159	0	0	0	0	0.061	0.124	0	0.411	0.473
Cox6a1	Ndufa1	5023246	5016461	ENSMUSP00000047661	ENSMUSP00000016571	0	0	0	0	0.425	0	0	0.120	0.473
Nipbl	Itsn2	5025105	5024077	ENSMUSP00000059385	ENSMUSP00000052758	0	0	0	0	0.427	0	0	0.117	0.473
Mpeg1	Bcl2a1b	5032753	5025951	ENSMUSP00000108573	ENSMUSP00000065612	0	0	0	0	0.472	0	0	0	0.472
Lgals3	Vcam1	5033731	5019409	ENSMUSP00000114350	ENSMUSP00000029574	0	0	0	0	0	0	0	0.472	0.472
Smarca4	Supt5	5020945	5015657	ENSMUSP00000034707	ENSMUSP00000003527	0	0	0	0	0.221	0.120	0	0.291	0.472
Lgals3	Cstb	5033731	5015818	ENSMUSP00000114350	ENSMUSP00000005185	0	0	0	0	0.415	0	0	0.135	0.472
H2-Aa	C1qb	5022978	5022002	ENSMUSP00000046105	ENSMUSP00000040246	0	0	0	0	0.375	0	0	0.189	0.472
Ssb	Eif3a	5029039	5018416	ENSMUSP00000088365	ENSMUSP00000025955	0	0	0	0	0.439	0.058	0	0.081	0.472
Srsf11	Dek	5033621	5017315	ENSMUSP00000113685	ENSMUSP00000021807	0	0	0	0	0.134	0	0	0.415	0.471
Ythdc1	Pnisr	5021813	5019524	ENSMUSP00000039133	ENSMUSP00000029911	0	0	0	0	0.471	0	0	0	0.471
Usp8	Smc3	5032322	5018409	ENSMUSP00000106046	ENSMUSP00000025930	0	0	0	0	0.467	0.048	0	0	0.470
C1qc	Ctsc	5021383	5020341	ENSMUSP00000036747	ENSMUSP00000032779	0	0	0	0	0.289	0	0	0.285	0.470
Lyz1	Ly86	5029183	5017331	ENSMUSP00000089800	ENSMUSP00000021860	0	0	0	0	0.419	0	0	0.124	0.470
H2-Aa	Ly86	5022978	5017331	ENSMUSP00000046105	ENSMUSP00000021860	0	0	0	0	0.419	0	0	0.125	0.470
Myl6	Ndufa4	5035131	5020052	ENSMUSP00000128803	ENSMUSP00000031637	0	0	0	0	0.138	0	0	0.410	0.469
Rbm5	Clk1	5036845	5021002	ENSMUSP00000138379	ENSMUSP00000034868	0	0	0	0	0.424	0	0	0.116	0.469
Bcl2a1b	Clec4n	5025951	5017993	ENSMUSP00000065612	ENSMUSP00000024118	0	0	0	0	0.416	0	0	0.127	0.469
Rps24	Ubb	5034648	5016738	ENSMUSP00000125977	ENSMUSP00000019649	0	0	0	0	0.177	0.355	0	0.079	0.468
Msn	Ahnak	5033503	5029259	ENSMUSP00000113071	ENSMUSP00000090633	0	0	0	0	0.161	0.119	0	0.338	0.468
Mpeg1	H2-Eb1	5032753	5027110	ENSMUSP00000108573	ENSMUSP00000074143	0	0	0	0	0.440	0	0	0.090	0.468
Nolc1	Sub1	5035051	5017627	ENSMUSP00000128331	ENSMUSP00000022816	0	0	0	0	0	0.199	0	0.362	0.467
H2-DMa	H2-M2	5021450	5016452	ENSMUSP00000037088	ENSMUSP00000016427	0	0	0	0	0.142	0.045	0	0.402	0.467
Rpl29	Atp5k	5028103	5023828	ENSMUSP00000080203	ENSMUSP00000051222	0	0	0	0	0.467	0	0	0	0.467
Atrx	Baz1b	5032871	5015577	ENSMUSP00000109203	ENSMUSP00000002825	0	0	0	0	0.185	0.197	0	0.251	0.467
C1qc	Vcam1	5021383	5019409	ENSMUSP00000036747	ENSMUSP00000029574	0	0	0	0	0.433	0	0	0.098	0.467
Chd4	Baz1b	5025210	5015577	ENSMUSP00000060054	ENSMUSP00000002825	0	0	0	0.540	0.156	0.197	0	0.552	0.467
Lgals3	C1qb	5033731	5022002	ENSMUSP00000114350	ENSMUSP00000040246	0	0	0	0	0.114	0	0	0.423	0.467
Tma7	Uqcrq	5035873	5024138	ENSMUSP00000133026	ENSMUSP00000053145	0	0	0	0	0.467	0	0	0	0.467
Cd14	Clec4n	5024683	5017993	ENSMUSP00000056669	ENSMUSP00000024118	0	0	0	0	0.375	0	0	0.180	0.466
Phf3	Atrx	5036985	5032871	ENSMUSP00000139610	ENSMUSP00000109203	0	0	0	0	0.466	0	0	0	0.466
Ndufb7	Atp6v1f	5021491	5015748	ENSMUSP00000037341	ENSMUSP00000004396	0	0	0	0	0.466	0	0	0	0.466
Hmha1	Arhgap30	5030368	5025106	ENSMUSP00000097100	ENSMUSP00000059389	0	0	0	0.548	0.339	0	0	0.445	0.465
Mpeg1	Vcam1	5032753	5019409	ENSMUSP00000108573	ENSMUSP00000029574	0	0	0	0	0.465	0	0	0	0.465
Gsn	Myh9	5019025	5016470	ENSMUSP00000028239	ENSMUSP00000016771	0	0	0	0	0.091	0.079	0	0.412	0.465
Tma7	Usmg5	5035873	5029742	ENSMUSP00000133026	ENSMUSP00000093713	0	0	0	0	0.465	0	0	0	0.465
Eef1g	Rpl29	5029779	5028103	ENSMUSP00000093955	ENSMUSP00000080203	0	0	0	0	0.446	0	0	0.073	0.465
Zfand2a	Ubb	5027903	5016738	ENSMUSP00000078910	ENSMUSP00000019649	0	0	0	0	0.062	0.408	0	0.114	0.465
H3f3b	Smarca4	5031582	5020945	ENSMUSP00000102062	ENSMUSP00000034707	0	0	0	0	0.053	0.314	0	0.243	0.465
Purb	Pum2	5036491	5035560	ENSMUSP00000136957	ENSMUSP00000131074	0	0	0	0	0.091	0	0	0.435	0.464
H2afj	Ubb	5027109	5016738	ENSMUSP00000074142	ENSMUSP00000019649	0	0	0	0	0.049	0.450	0	0.059	0.464
Rpl3	Ubb	5028126	5016738	ENSMUSP00000080354	ENSMUSP00000019649	0	0	0	0	0.200	0.322	0	0.091	0.464
Iqgap1	Myo5a	5035041	5033841	ENSMUSP00000128278	ENSMUSP00000116028	0	0	0	0	0.062	0.200	0	0.343	0.464
Ssrp1	Prpf40a	5027581	5027373	ENSMUSP00000076971	ENSMUSP00000075655	0	0	0	0	0.448	0	0	0.066	0.463
Msn	Cd14	5033503	5024683	ENSMUSP00000113071	ENSMUSP00000056669	0	0	0	0	0.098	0	0	0.429	0.463
Cd68	Clec4d	5031990	5020210	ENSMUSP00000104294	ENSMUSP00000032240	0	0	0	0	0.420	0	0	0.111	0.463
Usmg5	Uqcr10	5029742	5024399	ENSMUSP00000093713	ENSMUSP00000054856	0	0	0	0	0.463	0	0	0	0.463
Ssrp1	Dhx9	5027581	5021623	ENSMUSP00000076971	ENSMUSP00000038135	0	0	0	0	0.098	0.181	0	0.330	0.462
Bptf	Nktr	5031630	5021083	ENSMUSP00000102374	ENSMUSP00000035112	0	0	0	0	0.461	0	0	0	0.461
Rpl3	Eif3a	5028126	5018416	ENSMUSP00000080354	ENSMUSP00000025955	0	0	0	0	0.461	0	0	0	0.461
Rpl29	Uqcr10	5028103	5024399	ENSMUSP00000080203	ENSMUSP00000054856	0	0	0	0	0.462	0	0	0	0.461
Clec4d	Clec4n	5020210	5017993	ENSMUSP00000032240	ENSMUSP00000024118	0	0	0	0.886	0.418	0	0	0.669	0.461
Fnbp1	Prpf40a	5032868	5027373	ENSMUSP00000109190	ENSMUSP00000075655	0	0	0	0	0.050	0	0	0.456	0.461
Atp5o	Rps9	5017883	5015940	ENSMUSP00000023677	ENSMUSP00000006496	0	0	0	0	0.293	0	0	0.269	0.461
Ddx23	Zmat2	5015647	5015406	ENSMUSP00000003450	ENSMUSP00000001419	0	0	0	0	0.065	0	0	0.448	0.461
Lyz2	Retnla	5029184	5017783	ENSMUSP00000089801	ENSMUSP00000023329	0	0	0	0	0.110	0	0	0.418	0.460
Anp32b	Ncl	5031180	5018808	ENSMUSP00000099990	ENSMUSP00000027438	0	0	0	0	0.246	0.198	0	0.179	0.460
Ndufb7	Timm13	5021491	5016914	ENSMUSP00000037341	ENSMUSP00000020440	0	0	0	0	0.410	0	0	0.122	0.460
Cd68	Lyz1	5031990	5029183	ENSMUSP00000104294	ENSMUSP00000089800	0	0	0	0	0.215	0	0	0.340	0.459
Cd9	Vcam1	5020283	5019409	ENSMUSP00000032492	ENSMUSP00000029574	0	0	0	0	0	0	0	0.460	0.459
Uba52	H3f3b	5034113	5031582	ENSMUSP00000120096	ENSMUSP00000102062	0	0	0	0	0.071	0.365	0	0.156	0.459
Ash1l	Brd4	5037095	5033502	ENSMUSP00000140251	ENSMUSP00000113070	0	0	0	0	0.146	0.200	0	0.271	0.459
Ash1l	Smarca4	5037095	5020945	ENSMUSP00000140251	ENSMUSP00000034707	0	0	0	0.539	0.094	0.162	0	0.700	0.459
Mpeg1	Cd74	5032753	5029925	ENSMUSP00000108573	ENSMUSP00000095171	0	0	0	0	0.447	0	0	0.061	0.458
Cd68	Cd74	5031990	5029925	ENSMUSP00000104294	ENSMUSP00000095171	0	0	0	0	0.212	0	0	0.341	0.458
Clec4n	Cybb	5017993	5016368	ENSMUSP00000024118	ENSMUSP00000015484	0	0	0	0	0.426	0	0	0.093	0.457
Rbm25	Ddx23	5023404	5015647	ENSMUSP00000048470	ENSMUSP00000003450	0	0	0	0	0.135	0.092	0	0.364	0.457
Atrx	Prpf40a	5032871	5027373	ENSMUSP00000109203	ENSMUSP00000075655	0	0	0	0	0.420	0	0	0.103	0.457
Usp8	Rpl3	5032322	5028126	ENSMUSP00000106046	ENSMUSP00000080354	0	0	0	0	0.043	0	0	0.456	0.457
Abcf1	Rps5	5021404	5015759	ENSMUSP00000036881	ENSMUSP00000004554	0.063	0	0	0	0.117	0.383	0	0.063	0.457
Bptf	Wsb1	5031630	5016532	ENSMUSP00000102374	ENSMUSP00000017821	0	0	0	0	0.062	0.365	0	0.161	0.456
Atox1	Mt2	5032024	5020777	ENSMUSP00000104485	ENSMUSP00000034214	0	0	0	0	0.052	0	0	0.450	0.456
Rpl37a	Cox6a1	5025033	5023246	ENSMUSP00000058919	ENSMUSP00000047661	0	0	0	0	0.456	0	0	0	0.456
Aamp	Ubn1	5036395	5025451	ENSMUSP00000136644	ENSMUSP00000061843	0	0	0	0	0	0	0	0.456	0.456
Smc1a	Smarca4	5022734	5020945	ENSMUSP00000044645	ENSMUSP00000034707	0.043	0	0	0	0.232	0.200	0	0.182	0.455
Cd14	Slc15a3	5024683	5018311	ENSMUSP00000056669	ENSMUSP00000025646	0	0	0	0	0.455	0	0	0.041	0.455
Hnrnpa2b1	Rsrp1	5033031	5027612	ENSMUSP00000110103	ENSMUSP00000077226	0	0	0	0	0.120	0	0	0.405	0.455
Kat6a	Arid4a	5021633	5021177	ENSMUSP00000038181	ENSMUSP00000035512	0	0	0	0	0.062	0.319	0	0.214	0.454
Snrnp70	Pnisr	5027114	5019524	ENSMUSP00000074160	ENSMUSP00000029911	0	0	0	0	0.133	0	0	0.396	0.454
Ly86	Cyba	5017331	5016519	ENSMUSP00000021860	ENSMUSP00000017604	0	0	0	0	0.334	0	0	0.214	0.454
Ndufb8	Atp6v1f	5018490	5015748	ENSMUSP00000026222	ENSMUSP00000004396	0	0	0	0	0.402	0	0	0.123	0.453
Dst	Dync1h1	5029966	5016639	ENSMUSP00000095392	ENSMUSP00000018851	0	0	0	0	0.090	0.234	0	0.279	0.453
Arhgap30	Slc15a3	5025106	5018311	ENSMUSP00000059389	ENSMUSP00000025646	0	0	0	0	0.282	0	0	0.269	0.452
Ash1l	H3f3b	5037095	5031582	ENSMUSP00000140251	ENSMUSP00000102062	0	0	0	0	0.049	0.345	0	0.191	0.452
Chd7	Arid4a	5025063	5021177	ENSMUSP00000059079	ENSMUSP00000035512	0	0	0	0	0.065	0.362	0	0.156	0.452
Matr3	Ncl	5034608	5018808	ENSMUSP00000125761	ENSMUSP00000027438	0	0	0	0	0.269	0	0	0.281	0.452
Pum2	U2surp	5035560	5027844	ENSMUSP00000131074	ENSMUSP00000078602	0	0	0	0	0.178	0	0	0.360	0.451
Hspa1b	Eef1g	5035960	5029779	ENSMUSP00000133815	ENSMUSP00000093955	0	0	0	0	0.238	0.197	0	0.175	0.451
Arid4a	Nktr	5021177	5021083	ENSMUSP00000035512	ENSMUSP00000035112	0	0	0	0	0.447	0.047	0	0	0.451
Chd7	Supt5	5025063	5015657	ENSMUSP00000059079	ENSMUSP00000003527	0	0	0	0	0.121	0.197	0	0.284	0.451
Clk1	Luc7l3	5021002	5017139	ENSMUSP00000034868	ENSMUSP00000021226	0	0	0	0	0.360	0.177	0	0	0.450
Metap2	Atrx	5036796	5032871	ENSMUSP00000138006	ENSMUSP00000109203	0	0	0	0	0.060	0.072	0	0.420	0.450
Cd63	Cd9	5031352	5020283	ENSMUSP00000100862	ENSMUSP00000032492	0	0	0	0.763	0.161	0.197	0	0.920	0.450
Tmem256	Ndufa7	5029390	5021910	ENSMUSP00000091608	ENSMUSP00000039692	0	0	0	0	0.450	0	0	0	0.450
Rps16	Gtpbp4	5031918	5017245	ENSMUSP00000103940	ENSMUSP00000021574	0	0	0	0	0.151	0.331	0	0.110	0.450
Brd4	Brd7	5033502	5020734	ENSMUSP00000113070	ENSMUSP00000034085	0	0	0	0.547	0.138	0.197	0	0.543	0.449
H2afj	Ubn1	5027109	5025451	ENSMUSP00000074142	ENSMUSP00000061843	0	0	0	0	0	0.449	0	0	0.449
Lrrfip2	Gsn	5021071	5019025	ENSMUSP00000035078	ENSMUSP00000028239	0	0	0	0	0	0.197	0	0.342	0.449
Chd7	Baz1b	5025063	5015577	ENSMUSP00000059079	ENSMUSP00000002825	0	0	0	0	0.142	0.197	0	0.265	0.449
Naca	Eif5a	5029170	5023125	ENSMUSP00000089680	ENSMUSP00000047008	0	0	0	0	0.283	0.056	0	0.251	0.449
Ifitm2	Gbp5	5026667	5019533	ENSMUSP00000071470	ENSMUSP00000029936	0	0	0	0	0.062	0	0	0.436	0.448
Chd3	Smc1a	5031994	5022734	ENSMUSP00000104301	ENSMUSP00000044645	0.043	0	0	0	0.176	0.128	0	0.292	0.448
Rpl29	Uqcrq	5028103	5024138	ENSMUSP00000080203	ENSMUSP00000053145	0	0	0	0	0.448	0	0	0	0.448
Rpl18	Timm13	5031793	5016914	ENSMUSP00000103365	ENSMUSP00000020440	0	0	0	0	0.448	0	0	0	0.448
Smc1a	Eif3a	5022734	5018416	ENSMUSP00000044645	ENSMUSP00000025955	0	0	0	0	0.412	0.079	0	0.059	0.447
Prdx5	Hsp90ab1	5018398	5018045	ENSMUSP00000025904	ENSMUSP00000024739	0	0	0	0	0.062	0.263	0	0.264	0.447
Atp5k	Smdt1	5023828	5017712	ENSMUSP00000051222	ENSMUSP00000023086	0	0	0	0	0.447	0	0	0	0.447
Eef1g	Tuba1b	5029779	5027550	ENSMUSP00000093955	ENSMUSP00000076777	0	0	0	0	0.178	0	0	0.353	0.446
Gpx1	Lmna	5028250	5019455	ENSMUSP00000081010	ENSMUSP00000029699	0	0	0	0	0	0	0	0.446	0.446
Smc3	Dek	5018409	5017315	ENSMUSP00000025930	ENSMUSP00000021807	0	0	0	0	0.428	0	0	0.070	0.446
Prdx1	Hsp90ab1	5033716	5018045	ENSMUSP00000114159	ENSMUSP00000024739	0.042	0	0	0	0.062	0	0	0.432	0.445
Rpl29	Uqcr11	5028103	5016898	ENSMUSP00000080203	ENSMUSP00000020372	0	0	0	0	0.445	0	0	0	0.445
Iqgap1	Msn	5035041	5033503	ENSMUSP00000128278	ENSMUSP00000113071	0	0	0	0	0.215	0.080	0	0.293	0.445
Ndufa13	Cox8a	5032274	5022079	ENSMUSP00000105796	ENSMUSP00000040717	0	0	0	0	0.408	0	0	0.099	0.444
Prrc2c	Rbm5	5036852	5036845	ENSMUSP00000138433	ENSMUSP00000138379	0	0	0	0	0.174	0	0	0.354	0.444
Rps16	Aprt	5031918	5015979	ENSMUSP00000103940	ENSMUSP00000006764	0.042	0	0	0	0.393	0	0	0.120	0.444
Nolc1	Rps5	5035051	5015759	ENSMUSP00000128331	ENSMUSP00000004554	0	0	0	0	0.444	0	0	0	0.444
Bcl2a1b	H2-Ab1	5025951	5022126	ENSMUSP00000065612	ENSMUSP00000041008	0	0	0	0	0.418	0	0	0.083	0.444
Hint1	Myh9	5016935	5016470	ENSMUSP00000020504	ENSMUSP00000016771	0	0	0	0	0	0.071	0	0.425	0.443
Hnrnpa2b1	Sarnp	5033031	5031353	ENSMUSP00000110103	ENSMUSP00000100863	0	0	0	0	0.417	0	0	0.083	0.443
Matr3	Safb2	5034608	5027255	ENSMUSP00000125761	ENSMUSP00000074953	0	0	0	0	0.178	0.198	0	0.223	0.443
Atrx	Ssrp1	5032871	5027581	ENSMUSP00000109203	ENSMUSP00000076971	0	0	0	0	0.062	0.258	0	0.263	0.443
Rps16	Ddx21	5031918	5022401	ENSMUSP00000103940	ENSMUSP00000042691	0	0	0	0	0.124	0.201	0	0.268	0.443
Cox8a	Hint1	5022079	5016935	ENSMUSP00000040717	ENSMUSP00000020504	0	0	0	0	0.443	0	0	0	0.443
Smc3	Smarca2	5018409	5018387	ENSMUSP00000025930	ENSMUSP00000025862	0.043	0	0	0	0.092	0.355	0	0.124	0.443
Rpl18	Eif1	5031793	5022214	ENSMUSP00000103365	ENSMUSP00000041538	0	0	0	0	0.131	0	0	0.385	0.443
Slc15a3	Ly86	5018311	5017331	ENSMUSP00000025646	ENSMUSP00000021860	0	0	0	0	0.418	0	0	0.081	0.442
Chd4	Chd7	5025210	5025063	ENSMUSP00000060054	ENSMUSP00000059079	0	0	0	0.667	0.218	0.187	0	0.497	0.442
Chd2	Baz1a	5034711	5021918	ENSMUSP00000126352	ENSMUSP00000039757	0	0	0	0	0.146	0.197	0	0.252	0.442
Rpl29	Eif1	5028103	5022214	ENSMUSP00000080203	ENSMUSP00000041538	0	0	0	0	0.442	0	0	0	0.442
Cd14	C1qb	5024683	5022002	ENSMUSP00000056669	ENSMUSP00000040246	0	0	0	0	0.354	0	0	0.171	0.442
Eif1	Ubb	5022214	5016738	ENSMUSP00000041538	ENSMUSP00000019649	0	0	0	0	0.191	0.263	0	0.138	0.441
Prdx1	Atp5o	5033716	5017883	ENSMUSP00000114159	ENSMUSP00000023677	0	0	0	0	0.287	0	0	0.247	0.441
Rpl3	Slc25a5	5028126	5016454	ENSMUSP00000080354	ENSMUSP00000016463	0	0	0	0	0.368	0	0	0.150	0.440
Lmna	Hsp90ab1	5019455	5018045	ENSMUSP00000029699	ENSMUSP00000024739	0	0	0	0	0.061	0	0	0.429	0.440
Eif4a1	Gtpbp4	5034839	5017245	ENSMUSP00000127034	ENSMUSP00000021574	0	0	0	0	0.225	0.257	0	0.106	0.440
Eif5b	Supt6	5018750	5015506	ENSMUSP00000027252	ENSMUSP00000002121	0.118	0	0	0	0.372	0	0	0.071	0.440
Slc15a3	Cybb	5018311	5016368	ENSMUSP00000025646	ENSMUSP00000015484	0	0	0	0	0.421	0	0	0.072	0.440
Eef1g	Eif4g3	5029779	5028275	ENSMUSP00000093955	ENSMUSP00000081233	0	0	0	0	0.082	0.056	0	0.405	0.439
Wfdc17	Tyrobp	5029247	5020344	ENSMUSP00000090511	ENSMUSP00000032800	0	0	0	0	0.419	0	0	0.075	0.439
Rbm39	Prpf40a	5032161	5027373	ENSMUSP00000105216	ENSMUSP00000075655	0	0	0	0	0.238	0.257	0	0.088	0.439
Pfdn5	Rpl37a	5035196	5025033	ENSMUSP00000129178	ENSMUSP00000058919	0	0	0	0	0.439	0	0	0	0.439
H2-Aa	C1qc	5022978	5021383	ENSMUSP00000046105	ENSMUSP00000036747	0	0	0	0	0.337	0	0	0.188	0.439
Hnrnpul2	Hnrnpu	5029858	5023231	ENSMUSP00000094515	ENSMUSP00000047571	0	0	0	0.900	0.083	0.402	0	0.221	0.439
